county_fips,year,bea_total_income,population,bls_labor_force,bls_employed
35006,2021,921878000,27238,8751,7901
35006,2022,921250000,26950,8215,7762
35007,2020,550878000,12353,5076,4735
35007,2021,605590000,12356,5526,5176
35007,2022,615787000,12246,5335,5125
35009,2020,2339337000,48370,21832,20702
35009,2021,2461687000,47960,22200,21045
35009,2022,2551319000,47532,22276,21551
35011,2020,90628000,1683,692,661
35011,2021,90679000,1679,687,650
35011,2022,94895000,1693,724,699
35013,2020,8993528000,220047,96511,88977
35013,2021,10118335000,221655,98454,91646
35013,2022,10130839000,223337,99295,94887
35015,2020,3679704000,62329,32925,30794
35015,2021,3950210000,60899,31484,29396
35015,2022,4074383000,60400,31250,30199
35017,2020,1242531000,28203,11727,10738
35017,2021,1360338000,27892,11456,10595
35017,2022,1437371000,27686,11589,11108
35019,2020,168832000,4440,1487,1392
35019,2021,193715000,4432,1601,1483
35019,2022,184281000,4310,1442,1360
35021,2020,28691000,655,275,264
35021,2021,28126000,636,281,267
35021,2022,29004000,628,281,271
35023,2020,196146000,4166,1906,1801
35023,2021,205539000,4090,1888,1780
35023,2022,212600000,4003,1894,1829
35025,2020,3399530000,74635,28930,25917
35025,2021,3487606000,73103,27977,25242
35025,2022,3827278000,72452,29141,27846
35027,2020,935989000,20313,8644,7910
35027,2021,1018710000,20421,8773,8091
35027,2022,1025707000,20411,8846,8487
35028,2020,1480995000,19415,9759,9413
35028,2021,1601898000,19340,10011,9689
35028,2022,1661557000,19187,10579,10345
35029,2020,910455000,25447,10129,8576
35029,2021,988947000,25486,10140,8593
35029,2022,963336000,25749,9845,8861
35031,2020,2321360000,72578,23494,21198
35031,2021,2517057000,71484,23301,20984
35031,2022,2437786000,69830,22516,21210
35033,2020,205109000,4192,2023,1869
35033,2021,211548000,4203,1990,1859
35033,2022,215904000,4169,1937,1829
35035,2020,2638642000,67873,25111,23128
35035,2021,2877044000,68538,25262,23531
35035,2022,2880438000,68823,25081,24031
35037,2020,355387000,8712,3022,2810
35037,2021,383538000,8624,2948,2729
35037,2022,403461000,8546,2989,2859
35039,2020,1571221000,40269,16413,15158
35039,2021,1718903000,40249,16486,15271
35039,2022,1738099000,40048,16453,15729
35041,2020,840940000,19157,7795,7342
35041,2021,884346000,19017,7858,7393
35041,2022,939714000,18934,7825,7522
35043,2020,7135497000,149276,66278,61017
35043,2021,7860544000,151439,67645,63001
35043,2022,8157706000,153501,68101,65497
35045,2020,4739467000,121368,49768,45109
35045,2021,5200944000,120866,49182,45071
35045,2022,5236874000,120418,49438,47141
35047,2020,1106738000,27129,10383,9579
35047,2021,1207441000,27167,10347,9557
35047,2022,1224848000,26953,10308,9794
35049,2020,9783768000,155041,70713,65291
35049,2021,11335203000,155404,72300,67643
35049,2022,11635970000,155664,72251,69627
35051,2020,519831000,11563,4050,3697
35051,2021,562722000,11498,4094,3751
35051,2022,556205000,11436,3941,3705
35053,2020,647132000,16558,6132,5723
35053,2021,695681000,16303,6194,5783
35053,2022,696763000,16115,6083,5817
35055,2020,1419851000,34459,14622,13034
35055,2021,1608375000,34700,14728,13380
35055,2022,1617742000,34580,14745,14016
35057,2020,593366000,15054,5295,4823
35057,2021,648012000,15318,5407,4965
35057,2022,667837000,15454,5505,5209
35059,2020,164610000,4072,1622,1544
35059,2021,172166000,4097,1565,1494
35059,2022,172208000,3980,1575,1529
35061,2020,3028933000,76369,30081,27772
35061,2021,3350265000,77233,30873,28667
35061,2022,3433741000,78080,31119,29772
36001,2020,21610081000,313987,159599,148570
36001,2021,23219393000,316301,157766,150727
36001,2022,23093599000,315811,158683,153760
36003,2020,1976903000,47320,19452,17943
36003,2021,1978492000,46921,19163,18191
36003,2022,1928302000,46694,19028,18242
36005,2020,60256805000,1461125,613070,514858
36005,2021,62556538000,1421089,614132,528957
36005,2022,56151391000,1379946,603376,555806
36007,2020,9390702000,198126,83619,76645
36007,2021,9965417000,198703,82132,77785
36007,2022,9624515000,197117,82021,78855
36009,2020,3432270000,76992,33738,30661
36009,2021,3558713000,76650,33127,31353
36009,2022,3483714000,76439,32681,31333
36011,2020,3751001000,76198,36143,33395
36011,2021,3925136000,75791,35482,33785
36011,2022,3878417000,74998,35353,34112
36013,2020,5694356000,127578,54000,49387
36013,2021,6014110000,126785,53344,50354
36013,2022,5832466000,126027,52852,50751
36015,2020,4118178000,83945,36033,32996
36015,2021,4290383000,82830,34850,33005
36015,2022,4204007000,81426,34610,33313
36017,2020,2225031000,47067,22189,20716
36017,2021,2329661000,46637,21943,20967
36017,2022,2289831000,46458,21798,21068
36019,2020,3872405000,79761,36208,33432
36019,2021,4074216000,79996,35492,33823
36019,2022,4026854000,78753,35509,34304
36021,2020,3948248000,61403,30972,29126
36021,2021,4241526000,62039,30463,29281
36021,2022,4240167000,61286,30401,29549
36023,2020,2160913000,46750,22854,21093
36023,2021,2245760000,46489,22466,21318
36023,2022,2197810000,46126,22551,21678
36025,2020,1986820000,44221,19018,17692
36025,2021,2111148000,44753,18746,17850
36025,2022,2053574000,44740,18419,17726
36027,2020,18856816000,295398,145036,134383
36027,2021,20045956000,298039,143707,137228
36027,2022,20374217000,297545,145356,140829
36029,2020,52485608000,952598,446586,405707
36029,2021,55256800000,954350,440742,416660
36029,2022,54594961000,950312,443121,426888
36031,2020,1910934000,37326,16906,15574
36031,2021,2042421000,37292,16786,15977
36031,2022,1976814000,36910,16539,15937
36033,2020,2152949000,47565,19507,17955
36033,2021,2318725000,47040,19230,18304
36033,2022,2283376000,46373,18876,18184
36035,2020,2545190000,53132,22975,21075
36035,2021,2688968000,53055,22454,21200
36035,2022,2644102000,52669,22353,21450
36037,2020,2806763000,58313,29610,27513
36037,2021,2901871000,57988,29471,28194
36037,2022,2834113000,57535,29566,28621
36039,2020,2563582000,47912,20632,18984
36039,2021,2737625000,48493,20376,19349
36039,2022,2704441000,48061,20246,19516
36041,2020,273568000,5073,2199,2029
36041,2021,285999000,5114,2212,2111
36041,2022,277320000,5118,2186,2090
36043,2020,2875477000,60024,28065,25851
36043,2021,3054528000,60082,27585,25967
36043,2022,2951847000,59822,27340,26251
36045,2020,5843908000,116273,44233,40513
36045,2021,6160986000,117680,43904,41648
36045,2022,6035804000,116637,43990,42182
36047,2020,149632137000,2719044,1202125,1052319
36047,2021,163526385000,2637486,1207334,1081803
36047,2022,155826107000,2590516,1207908,1136159
36049,2020,1359373000,26551,11644,10775
36049,2021,1438467000,26745,11584,10991
36049,2022,1440472000,26699,11650,11175
36051,2020,3044982000,61728,30352,28277
36051,2021,3108144000,61629,30007,28682
36051,2022,3092233000,61516,30200,29184
36053,2020,3532284000,67927,33052,30557
36053,2021,3767672000,67397,32437,30938
36053,2022,3752358000,67097,32611,31484
36055,2020,43288355000,757790,366956,336893
36055,2021,45304149000,756547,362432,343509
36055,2022,44635928000,752035,363686,350887
36057,2020,2255454000,49485,22517,20618
36057,2021,2374041000,49611,22065,20808
36057,2022,2327769000,49623,22175,21259
36059,2020,127691559000,1390559,712663,655369
36059,2021,135153796000,1391112,713300,681033
36059,2022,138184076000,1383726,727435,706044
36061,2020,272490074000,1677306,896451,811056
36061,2021,305682670000,1578801,904495,833890
36061,2022,298260631000,1596273,918234,875652
36063,2020,10651490000,212125,99542,89502
36063,2021,11040064000,211891,97351,91822
36063,2022,10912318000,210880,97827,94010
36065,2020,11479417000,231575,102757,94725
36065,2021,12088387000,229942,100451,95280
36065,2022,11816953000,228846,100071,96450
36067,2020,27406412000,474316,224981,206935
36067,2021,28775144000,472094,221382,210380
36067,2022,28288828000,468249,222271,214753
36069,2020,6586531000,112327,55882,51990
36069,2021,6977839000,112660,55292,52894
36069,2022,6974921000,112707,55665,53924
36071,2020,22200118000,401088,187228,172265
36071,2021,23309534000,404997,186040,177197
36071,2022,23599824000,405941,190509,184299
36073,2020,1781842000,40225,17412,16007
36073,2021,1848316000,39711,17078,16183
36073,2022,1784726000,39318,17104,16447
36075,2020,5373937000,117440,53129,48538
36075,2021,5663382000,118124,52208,49299
36075,2022,5592469000,118287,52456,50279
36077,2020,2948827000,58377,27159,25275
36077,2021,3100814000,60758,26975,25750
36077,2022,3008666000,60636,26941,25991
36079,2020,7375761000,97632,51374,47668
36079,2021,7693323000,98176,50882,48734
36079,2022,7873943000,98045,51592,50049
36081,2020,123924022000,2388586,1142439,1000240
36081,2021,131104608000,2328141,1140450,1028039
36081,2022,123608097000,2278029,1140072,1079845
36083,2020,8635933000,160900,82193,76661
36083,2021,9044922000,160740,81376,77764
36083,2022,8947880000,159853,81856,79295
36085,2020,29337598000,494586,221561,198280
36085,2021,31069191000,493484,223872,203690
36085,2022,30680773000,491133,226890,214276
36087,2020,21670218000,337394,156371,144312
36087,2021,22766718000,339256,155696,148767
36087,2022,23005986000,339022,159358,154732
36089,2020,4629889000,108554,43848,40394
36089,2021,4910357000,108410,43269,41016
36089,2022,4775637000,107733,42695,40894
36091,2020,16341817000,235794,121791,113947
36091,2021,17705339000,237962,120216,115584
36091,2022,17907537000,238797,121104,117811
36093,2020,8468459000,159315,78486,72431
36093,2021,9146315000,160214,77334,73486
36093,2022,9157071000,160093,77582,74955
36095,2020,1446384000,29752,14831,13817
36095,2021,1513237000,30152,14630,13952
36095,2022,1488615000,30063,14718,14173
36097,2020,845482000,17863,8208,7524
36097,2021,883581000,17800,8115,7710
36097,2022,862081000,17650,8029,7727
36099,2020,1491790000,33747,15568,14350
36099,2021,1572965000,33576,15133,14410
36099,2022,1532535000,32882,14771,14284
36101,2020,4783496000,93314,42794,39426
36101,2021,5061100000,93105,41732,39625
36101,2022,5023239000,92599,41212,39687
36103,2020,119779436000,1521950,781583,718094
36103,2021,126177083000,1533118,781899,745778
36103,2022,128446201000,1525465,798630,773162
36105,2020,4004199000,78605,36583,33513
36105,2021,4297988000,79694,36438,34638
36105,2022,4337477000,79658,37348,36103
36107,2020,2412220000,48352,22602,20901
36107,2021,2490049000,48087,22169,21174
36107,2022,2428017000,47772,22181,21452
36109,2020,5036291000,99784,49677,46779
36109,2021,5358130000,106044,49565,47684
36109,2022,5361286000,104777,49504,48089
36111,2020,10586115000,181627,87714,80952
36111,2021,11247096000,183704,86975,82863
36111,2022,11353095000,182319,87437,84618
36113,2020,3837638000,65618,31475,28911
36113,2021,4024834000,65773,31174,29625
36113,2022,3984652000,65599,31078,29981
36115,2020,2783654000,61202,27668,25748
36115,2021,2949442000,60975,27517,26234
36115,2022,2900494000,60841,27367,26460
36117,2020,4689180000,91193,43705,40589
36117,2021,4950463000,91201,43105,41147
36117,2022,4905902000,91125,43303,41886
36119,2020,111499045000,1001431,487399,448279
36119,2021,119793619000,999607,485835,462281
36119,2022,122841607000,990427,496415,480605
36121,2020,1855661000,40427,18239,16919
36121,2021,2001841000,40017,17977,17155
36121,2022,1993374000,39666,17419,16796
36123,2020,1133238000,24720,11814,11073
36123,2021,1209687000,24634,11600,11148
36123,2022,1206864000,24451,11619,11270
37001,2020,7604373000,171954,78631,73052
37001,2021,8383946000,173876,80769,76817
37001,2022,8637798000,176353,83565,80446
37003,2020,1532957000,36482,17060,15797
37003,2021,1679287000,36467,17320,16577
37003,2022,1753845000,36512,17930,17347
37005,2020,452806000,10897,4090,3795
37005,2021,491524000,11066,4213,4013
37005,2022,497328000,11185,4462,4284
37007,2020,926087000,22033,10067,9306
37007,2021,1053552000,22254,10052,9409
37007,2022,1114244000,22202,10244,9791
37009,2020,1082608000,26580,12198,11445
37009,2021,1178977000,26764,12551,12039
37009,2022,1204592000,27110,12885,12444
37011,2020,716787000,17848,7067,6627
37011,2021,781897000,17502,7325,7026
37011,2022,802164000,17571,7681,7427
37013,2020,2218597000,44690,18773,17598
37013,2021,2427989000,44438,19383,18426
37013,2022,2415209000,44272,19716,18923
37015,2020,739535000,17862,7351,6888
37015,2021,847998000,17425,7132,6700
37015,2022,851818000,17240,7163,6811
37017,2020,1275264000,29629,14008,13006
37017,2021,1437278000,29565,14175,13342
37017,2022,1425899000,29446,14544,13907
37019,2020,7438414000,138157,51602,47121
37019,2021,8342881000,144814,53830,50546
37019,2022,8920659000,153064,57142,54444
37021,2020,14252553000,269694,133001,122139
37021,2021,15999747000,271719,136131,130348
37021,2022,16842122000,273589,142267,138014
37023,2020,3598964000,87577,38460,35731
37023,2021,3866967000,87634,39354,37536
37023,2022,3922258000,87881,40681,39260
37025,2020,11204539000,227214,106769,99509
37025,2021,12254399000,231726,109954,105068
37025,2022,12910767000,235797,116084,112114
37027,2020,3233059000,80632,34466,31780
37027,2021,3560497000,80561,35147,33389
37027,2022,3602876000,80492,36235,34920
37029,2020,544477000,10407,4429,4187
37029,2021,596711000,10816,4498,4313
37029,2022,630978000,11088,4694,4514
37031,2020,3889079000,67724,30215,28347
37031,2021,4270026000,68718,31036,29722
37031,2022,4407792000,69380,32165,31037
37033,2020,865429000,22699,9357,8642
37033,2021,945975000,22701,9378,8870
37033,2022,930684000,22614,9630,9237
37035,2020,7874013000,160892,75482,69544
37035,2021,8684925000,161821,76606,72986
37035,2022,9026785000,163462,79114,76349
37037,2020,5387990000,76670,34830,32995
37037,2021,5998165000,78111,35559,34229
37037,2022,6370657000,79864,37442,36273
37039,2020,1054405000,28858,10616,9784
37039,2021,1157460000,29195,10553,10013
37039,2022,1181099000,29512,11100,10648
37041,2020,626590000,13701,5281,4962
37041,2021,698348000,13791,5470,5193
37041,2022,711004000,13940,5798,5563
37043,2020,452232000,11142,3959,3669
37043,2021,496725000,11350,3945,3744
37043,2022,508148000,11614,4190,4022
37045,2020,4069493000,99799,46936,43311
37045,2021,4468932000,100318,47529,44980
37045,2022,4542813000,100670,49037,47129
37047,2020,2006644000,50487,21855,20110
37047,2021,2210981000,49953,22253,20851
37047,2022,2200396000,49885,23539,22522
37049,2020,4979472000,100646,39679,37123
37049,2021,5414079000,100277,40818,38875
37049,2022,5480226000,100874,42075,40508
37051,2020,14229547000,334391,123239,111805
37051,2021,15513865000,337249,125099,116485
37051,2022,15496282000,336699,127611,121003
37053,2020,1501909000,28401,14001,13150
37053,2021,1703632000,29714,14195,13601
37053,2022,1841717000,31015,14704,14187
37055,2020,2390184000,37032,19031,17172
37055,2021,2732647000,37889,19596,18427
37055,2022,2888465000,37956,19999,19129
37057,2020,7441886000,169196,77355,71988
37057,2021,8198969000,170794,78573,74924
37057,2022,8374362000,172586,81375,78484
37059,2020,2273876000,42895,19687,18380
37059,2021,2567999000,43614,19998,19121
37059,2022,2670944000,44090,20745,20035
37061,2020,2148524000,48657,24000,22671
37061,2021,2553546000,48606,24076,22986
37061,2022,2584731000,48990,24833,23919
37063,2020,17571636000,325561,168718,158074
37063,2021,19072781000,329699,170530,163236
37063,2022,19651318000,332680,179018,173285
37065,2020,1971859000,48777,19917,17841
37065,2021,2132625000,48370,20260,18546
37065,2022,2101422000,48301,20203,18862
37067,2020,19796963000,383166,179529,166480
37067,2021,21730970000,386172,182288,173169
37067,2022,22485752000,389157,188496,181410
37069,2020,2889188000,69115,30644,28606
37069,2021,3287290000,71798,31984,30447
37069,2022,3453402000,74539,33999,32749
37071,2020,10239160000,228514,106393,98013
37071,2021,11277151000,231337,109190,103494
37071,2022,11634395000,234215,114695,110438
37073,2020,466098000,10448,4864,4588
37073,2021,514266000,10403,4956,4737
37073,2022,517593000,10383,5128,4947
37075,2020,315716000,8035,2977,2685
37075,2021,341343000,8008,2997,2789
37075,2022,329858000,7980,2953,2793
37077,2020,2607295000,61060,28792,27143
37077,2021,2834055000,61408,29145,27946
37077,2022,2903609000,61903,30234,29262
37079,2020,716985000,20440,9196,8684
37079,2021,802655000,20261,9287,8895
37079,2022,787485000,20211,9554,9241
37081,2020,26921196000,539498,251382,230345
37081,2021,29372130000,542756,252984,238606
37081,2022,30040008000,546101,259951,249172
37083,2020,1952926000,48521,19361,17614
37083,2021,2155157000,48377,19077,17651
37083,2022,2142081000,47848,19215,18119
37085,2020,5306254000,133779,51372,47591
37085,2021,5991689000,135669,52761,49920
37085,2022,6135221000,138832,54989,52711
37087,2020,2792702000,62223,27987,25920
37087,2021,3085188000,62504,28898,27648
37087,2022,3186417000,62609,30256,29282
37089,2020,5637970000,116541,51138,47671
37089,2021,6244711000,116988,53056,50850
37089,2022,6524513000,118106,55624,53850
37091,2020,837188000,21470,8674,8081
37091,2021,890759000,21172,8468,7906
37091,2022,866917000,20875,8554,8112
37093,2020,1963320000,52240,19413,17777
37093,2021,2208929000,53235,19820,18535
37093,2022,2214985000,53787,20266,19258
37095,2020,205185000,4551,1743,1564
37095,2021,231116000,4625,1746,1630
37095,2022,222363000,4576,1770,1668
37097,2020,10656351000,187683,87357,81104
37097,2021,11858045000,192227,89852,85656
37097,2022,12623086000,195897,94619,91385
37099,2020,1697516000,42231,19090,17663
37099,2021,1872598000,42520,19329,18433
37099,2022,1927392000,42955,19756,18984
37101,2020,9788439000,217787,97260,91245
37101,2021,11010981000,227313,101471,97112
37101,2022,11661913000,234778,108034,104427
37103,2020,388796000,9147,4036,3809
37103,2021,463477000,9217,4165,3985
37103,2022,448582000,9233,4310,4161
37105,2020,2843649000,63428,25060,23080
37105,2021,3165900000,64097,25116,23733
37105,2022,3249066000,65476,26030,24922
37107,2020,2461502000,55050,26632,25014
37107,2021,2728498000,54693,26749,25395
37107,2022,2788441000,54633,27614,26587
37109,2020,4523605000,87206,42585,39845
37109,2021,5038218000,89870,43938,42122
37109,2022,5420659000,93095,46385,44910
37111,2020,1789386000,44580,19855,18491
37111,2021,1946886000,44586,19844,18930
37111,2022,1968385000,44753,20251,19540
37113,2020,1629288000,37092,14914,13925
37113,2021,1769755000,37488,15252,14593
37113,2022,1838864000,38065,15986,15424
37115,2020,847107000,21228,9263,8632
37115,2021,937798000,21645,9627,9207
37115,2022,968602000,21768,10099,9751
37117,2020,841768000,21953,8593,8008
37117,2021,940029000,21742,8478,7993
37117,2022,915226000,21508,8575,8190
37119,2020,76551092000,1116788,604094,558343
37119,2021,83205782000,1125809,620295,589814
37119,2022,87554823000,1145392,652325,629232
37121,2020,600243000,14906,5723,5285
37121,2021,654713000,14982,5886,5577
37121,2022,663987000,15094,6009,5756
37123,2020,1079005000,25719,10934,10215
37123,2021,1184480000,25853,10965,10440
37123,2022,1211154000,25894,11238,10817
37125,2020,5752298000,100267,39395,36572
37125,2021,6299960000,102952,40034,38155
37125,2022,6636457000,105531,42080,40521
37127,2020,4435047000,95148,41265,37891
37127,2021,4752103000,95227,42085,39414
37127,2022,4857898000,95789,42205,40066
37129,2020,12249566000,226307,117839,109452
37129,2021,13775949000,229930,122169,116878
37129,2022,14316813000,234921,129832,125541
37131,2020,729397000,17435,7189,6668
37131,2021,813295000,17093,7146,6694
37131,2022,798911000,16779,7236,6879
37133,2020,9587104000,204937,62580,58076
37133,2021,10537886000,204660,65377,61961
37133,2022,10693469000,207298,68184,65247
37135,2020,10376950000,143583,76010,72017
37135,2021,11197670000,148610,77332,74520
37135,2022,11672141000,150477,81535,79042
37137,2020,600923000,12303,5136,4854
37137,2021,646779000,12347,5312,5079
37137,2022,647541000,12381,5499,5297
37139,2020,1743008000,40577,16027,14868
37139,2021,1918904000,40746,16203,15313
37139,2022,1933670000,40938,16774,16020
37141,2020,2738679000,60642,27725,25950
37141,2021,3128782000,63072,28943,27691
37141,2022,3279399000,65737,30808,29735
37143,2020,609223000,13016,4713,4396
37143,2021,693238000,13126,4807,4544
37143,2022,704815000,13210,4980,4755
37145,2020,1657601000,39187,17788,16517
37145,2021,1790826000,39172,17981,17054
37145,2022,1784355000,39386,18824,18106
37147,2020,8334899000,170378,85324,79630
37147,2021,9081502000,172273,84661,80188
37147,2022,9283701000,173542,87986,84352
37149,2020,1064416000,19383,8686,8152
37149,2021,1155471000,19691,9008,8578
37149,2022,1229020000,19986,9379,9018
37151,2020,6013708000,144418,62610,58089
37151,2021,6679473000,145109,63213,60185
37151,2022,6827173000,146043,65267,62865
37153,2020,1727996000,42916,16110,14656
37153,2021,1922077000,42842,16250,15066
37153,2022,1968174000,42778,16904,16039
37155,2020,4322765000,116305,48108,43916
37155,2021,4837177000,116229,47790,44164
37155,2022,4791409000,116663,48151,45476
37157,2020,3773382000,91188,38012,34901
37157,2021,4145772000,91260,38328,36176
37157,2022,4168590000,91957,39440,37781
37159,2020,6160508000,147148,62849,57911
37159,2021,6841314000,148012,64472,61193
37159,2022,7031826000,149645,67740,65262
37161,2020,2470990000,64479,23673,21499
37161,2021,2718166000,64618,23961,22403
37161,2022,2762542000,64963,24563,23378
37163,2020,2411300000,59078,27457,25874
37163,2021,2756486000,59080,27608,26331
37163,2022,2769698000,59120,28265,27197
37165,2020,1294008000,34141,10981,9675
37165,2021,1401347000,34175,11006,9963
37165,2022,1402824000,34162,11164,10442
37167,2020,2703532000,62638,28770,26980
37167,2021,2983331000,63108,29379,28072
37167,2022,3092949000,64153,31070,30044
37169,2020,1870097000,44565,20446,19155
37169,2021,2073228000,44641,20864,19959
37169,2022,2095695000,45175,21633,20902
37171,2020,3072145000,71372,31610,29471
37171,2021,3421653000,71196,31811,30390
37171,2022,3482893000,71403,32788,31651
37173,2020,625650000,14099,6719,6157
37173,2021,711944000,14149,6769,6457
37173,2022,719533000,13967,7156,6921
37175,2020,1597214000,33046,13704,12875
37175,2021,1763384000,33255,14086,13493
37175,2022,1848067000,33355,14681,14169
37177,2020,144444000,3239,1230,1117
37177,2021,159422000,3377,1279,1190
37177,2022,151691000,3365,1309,1240
37179,2020,13981105000,239443,118922,111959
37179,2021,15700480000,244260,123221,118322
37179,2022,16847280000,249070,130315,126174
37181,2020,1681570000,42535,16495,14850
37181,2021,1848698000,42103,16576,15263
37181,2022,1826935000,42138,16793,15806
37183,2020,74305486000,1130685,570246,534103
37183,2021,85044447000,1152357,592680,568603
37183,2022,89720755000,1175021,631165,611634
37185,2020,653059000,18598,6302,5693
37185,2021,726544000,18791,6351,5856
37185,2022,703634000,18713,6382,5974
37187,2020,457370000,10976,4235,3895
37187,2021,506710000,10909,4257,3961
37187,2022,491646000,10828,4350,4127
37189,2020,2333684000,54117,26979,25317
37189,2021,2551974000,54962,28110,27041
37189,2022,2668769000,55089,29336,28374
37191,2020,5181855000,117266,49525,46394
37191,2021,5741810000,116866,50183,47598
37191,2022,5790425000,117286,50846,48770
37193,2020,2714897000,65904,27375,25530
37193,2021,3010010000,65818,26941,25634
37193,2022,3124440000,65784,26962,25910
37195,2020,3516300000,78807,33467,30543
37195,2021,3801276000,78283,33230,30980
37195,2022,3826306000,78449,33678,31933
37197,2020,1555271000,37246,16783,15610
37197,2021,1739715000,37258,16974,16237
37197,2022,1777796000,37463,17614,17019
37199,2020,728832000,18490,7890,7374
37199,2021,784808000,18776,7957,7606
37199,2022,790173000,18811,8262,7965
38001,2020,131930000,2187,1005,969
38001,2021,123237000,2152,973,945
38001,2022,124339000,2115,950,931
38003,2020,664946000,10847,5184,4991
38003,2021,721857000,10812,5191,5056
38003,2022,815092000,10758,5273,5162
38005,2020,296702000,5931,2307,2155
38005,2021,327939000,5778,2299,2205
38005,2022,395554000,5770,2325,2260
38007,2020,81017000,933,437,421
38007,2021,83404000,961,455,444
38007,2022,84554000,1018,456,448
38009,2020,443032000,6384,2967,2814
38009,2021,460482000,6437,2986,2870
38009,2022,573071000,6376,2995,2909
38011,2020,213201000,2984,1627,1574
38011,2021,218337000,2902,1597,1564
38011,2022,217220000,2894,1556,1531
38013,2020,177174000,2208,1034,981
38013,2021,157804000,2173,1052,1015
38013,2022,221204000,2155,1048,1028
38015,2020,6186570000,98594,51024,48896
38015,2021,6879360000,98967,51892,50551
38015,2022,7096858000,99280,52147,51178
38017,2020,11432233000,184874,105695,101236
38017,2021,12703772000,189293,107750,105167
38017,2022,13315423000,192734,109988,108126
38019,2020,342421000,3694,1905,1842
38019,2021,327747000,3664,1882,1835
38019,2022,487648000,3597,1842,1799
38021,2020,334200000,4971,2304,2231
38021,2021,381149000,4905,2278,2227
38021,2022,457639000,4923,2236,2199
38023,2020,140188000,2212,1437,1393
38023,2021,136894000,2191,1445,1416
38023,2022,161398000,2187,1430,1412
38025,2020,321329000,4100,3143,3004
38025,2021,365540000,4025,3074,2990
38025,2022,368231000,4015,3188,3146
38027,2020,159816000,2320,1200,1146
38027,2021,169975000,2322,1196,1157
38027,2022,209005000,2314,1193,1160
38029,2020,212325000,3293,1485,1416
38029,2021,248268000,3262,1476,1420
38029,2022,305467000,3250,1450,1391
38031,2020,248445000,3388,1554,1502
38031,2021,260971000,3362,1517,1482
38031,2022,309021000,3378,1524,1493
38033,2020,88197000,1720,860,834
38033,2021,96504000,1757,850,831
38033,2022,99324000,1744,849,835
38035,2020,4019425000,73126,37097,35452
38035,2021,4267106000,72512,37159,36171
38035,2022,4426160000,72413,37592,36911
38037,2020,129310000,2289,1196,1165
38037,2021,139373000,2311,1240,1213
38037,2022,144179000,2243,1217,1194
38039,2020,155956000,2297,1021,992
38039,2021,170008000,2284,1031,1007
38039,2022,211522000,2252,1013,993
38041,2020,156227000,2467,1389,1336
38041,2021,141181000,2422,1392,1355
38041,2022,162206000,2406,1389,1366
38043,2020,159462000,2387,1293,1230
38043,2021,180604000,2361,1322,1266
38043,2022,199964000,2393,1317,1267
38045,2020,278373000,4101,2060,2008
38045,2021,309656000,4095,2057,2019
38045,2022,388582000,4098,2098,2061
38047,2020,114418000,1890,860,833
38047,2021,129869000,1882,871,849
38047,2022,158414000,1855,866,848
38049,2020,355729000,5311,3103,2941
38049,2021,389332000,5239,3145,3033
38049,2022,406535000,5189,3113,3016
38051,2020,176646000,2511,1096,1062
38051,2021,206481000,2506,1096,1065
38051,2022,222600000,2475,1062,1040
38053,2020,974764000,14776,9468,8775
38053,2021,1012515000,13851,8632,8252
38053,2022,1057642000,13908,9099,8932
38055,2020,641985000,9756,4821,4613
38055,2021,771101000,9794,4722,4578
38055,2022,797638000,9824,4757,4616
38057,2020,519015000,8348,3629,3429
38057,2021,554859000,8330,3688,3547
38057,2022,551872000,8333,3632,3519
38059,2020,1881582000,33313,16868,16049
38059,2021,2026897000,33560,17106,16565
38059,2022,2050212000,33710,17156,16750
38061,2020,702832000,9807,6897,6552
38061,2021,701726000,9593,6480,6293
38061,2022,753165000,9290,6438,6344
38063,2020,206245000,2993,1395,1335
38063,2021,212751000,3044,1410,1367
38063,2022,276327000,2995,1457,1416
38065,2020,101191000,1869,870,827
38065,2021,118313000,1873,877,849
38065,2022,116638000,1856,884,856
38067,2020,494496000,6823,3387,3202
38067,2021,535553000,6775,3323,3191
38067,2022,594729000,6763,3237,3132
38069,2020,225938000,3968,1706,1636
38069,2021,267857000,3943,1684,1637
38069,2022,294138000,3942,1692,1651
38071,2020,649607000,11573,5724,5478
38071,2021,699531000,11598,5760,5605
38071,2022,786567000,11515,5679,5557
38073,2020,331581000,5690,2885,2771
38073,2021,377402000,5667,2714,2656
38073,2022,420065000,5640,2661,2617
38075,2020,183226000,2273,1227,1169
38075,2021,174511000,2262,1210,1176
38075,2022,252060000,2220,1215,1192
38077,2020,860227000,16527,8613,8292
38077,2021,1034547000,16570,8713,8514
38077,2022,1093485000,16580,8810,8649
38079,2020,596114000,12195,4756,4137
38079,2021,641247000,12086,4720,4315
38079,2022,680134000,11933,4735,4432
38081,2020,254635000,3836,2800,2684
38081,2021,314793000,3819,2388,2335
38081,2022,353334000,3795,2300,2262
38083,2020,76265000,1267,679,641
38083,2021,100870000,1270,664,636
38083,2022,128545000,1295,654,637
38085,2020,143977000,3882,1194,1148
38085,2021,140374000,3759,1218,1181
38085,2022,143932000,3711,1225,1195
38087,2020,45365000,695,392,381
38087,2021,47103000,686,359,351
38087,2022,38396000,672,339,331
38089,2020,2085709000,33828,18344,17063
38089,2021,2088885000,33059,17539,16871
38089,2022,2199686000,32803,18014,17686
38091,2020,154948000,1787,958,931
38091,2021,154593000,1798,939,916
